完整名称,IndexID,CodeName,FullName,ID,生命值,攻击力,防御力,暴击伤害,失衡值上限,能否失衡,失衡值自动回复,失衡值自动回复时限,基础失衡恢复速度,默认失衡恢复时间,失衡易伤倍率,可连携次数,初始抗打断等级,冻结时间抵抗,冰伤害抗性,火伤害抗性,电伤害抗性,物理伤害抗性,以太伤害抗性,冰异常抗性,火异常抗性,电异常抗性,物理异常抗性,以太异常抗性,冰失衡抗性,火失衡抗性,电失衡抗性,物理失衡抗性,以太失衡抗性,冰异常条,火异常条,电异常条,物理异常条,以太异常条,基础积蓄上限提升系数,能量球掉落,未知变量（1.7版本新增）,标签列表,70级最大生命值,70级最大攻击力,70级最大失衡值上限,60级及以上防御力
搜捕巡查员,11011,Monster_MeleeSoldier,Search Patroller,12,999999,38,50,0.5,473,True,0.0,3.0,0.1,10.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,100,"生物, 非强化型, 小体型, 近战, 士兵",247949752.05,1239.0318,1111.55,794.0
死路屠夫,11236,Monster_CottusGrey,Dead End Butcher,199011236,16778,120,60,0.5,5543,True,0.0,0.0,0.0833,12.0048019,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 大体型, 死路屠夫2阶段, 灰色, 主线首领",4160105.1,3912.732,13026.05,952.8
武装巡查员,11021,Monster_RangeSoldier,Armed Patroller,199110212,767,44,50,0.5,600,True,0.0,3.0,0.1,10.0,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,100,"生物, 非强化型, 小体型, 远程, 士兵",190177.65,1434.6684,1410.0,794.0
武装巡查员,11021,Monster_RangeSoldier,Armed Patroller,199110213,767,44,50,0.5,600,True,0.0,3.0,0.1,10.0,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,100,"生物, 非强化型, 小体型, 远程, 士兵",190177.65,1434.6684,1410.0,794.0
提尔锋,11096,Monster_ClaymoreGrey,Tyrfing,199110961,80,48,45,0.5,0,False,0.0,3.0,0.1,10.0,0.5,1,1,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,10101,10102,10103,10104,10115,0.0,,100,"以骸, 非强化型, 小体型, 灰色",19836.0,1565.0928,0.0,714.6
阿佩卡,11103,Monster_CyclopsGrey,Alpeca,199111031,80,48,45,0.5,0,False,0.0,3.0,0.1,10.0,0.5,1,1,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,10101,10102,10103,10104,10115,0.0,,100,"以骸, 非强化型, 小体型, 灰色",19836.0,1565.0928,0.0,714.6
自律辅助单位·「清扫者」,11047,Monster_LAAndroid,Autonomous Support Unit - Sweeper,199111047,999999,84,54,0.5,2817,True,0.0,0.0,0.1,10.0,0.5,2,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20001,20002,20003,20004,20005,0.0,,100,"机械, 强化型, 中体型, 警察",247949752.05,2738.9124,6619.95,857.52
黄金邦布,11241,Monster_GoldenBomb,Golden Bangboo,199112411,30,48,45,0.5,0,False,0.0,3.0,0.1,10.0,0.5,1,1,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,10101,10102,10103,10104,10115,0.0,,100,"机械, 小体型, 黄金邦布, 邦布",7438.5,1565.0928,0.0,714.6
白金邦布,11245,Monster_PlatinumBangboo,Platinum Bangboo,199112451,30,48,45,0.5,0,False,0.0,3.0,0.1,10.0,0.5,1,1,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,10101,10102,10103,10104,10115,0.0,,100,"机械, 小体型, 白金邦布, 邦布",7438.5,1565.0928,0.0,714.6
自律辅助单位·「清扫者」,21101,Monster_LAAndroid,Autonomous Support Unit - Sweeper,199211011,982,40,55,0.5,660,True,0.0,2.5,0.1,10.0,0.5,1,5,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10001,10002,10013,10004,10005,0.0,,100,"机械, 强化型, 中体型, NPC",243486.9,1304.244,1551.0,873.4
掠袭猎兵,11163,Monster_StrikeJaegerCam,Strike Jaeger,199211242,987,38,50,0.5,0,False,0.0,3.0,0.1,10.0,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,100,"生物, 非强化型, 小体型, 防卫军",244726.65,1239.0318,0.0,794.0
「变节者」,21205,Monster_Isolde,"""The Defector""",199212051,21595,144,60,0.5,6097,True,0.0,0.0,0.0833,12.0048019,0.25,3,1,0.75,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,30011,30012,30003,30004,30005,0.2,5.0,100,"生物, 小体型, 首领, 不提升抗打断能力, 秽盾首领, 秽蚀",5354480.25,4695.2784,14327.95,952.8
赫斯克龙,21207,Monster_Huskron,Huskron,199212071,1140,72,40,0.5,660,True,0.0,0.0,0.1538,6.501950585,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,10001,10012,10003,10004,10015,0.2,,50,"以骸, 非强化型, 小体型, 秽蚀",282663.0,2347.6392,1551.0,635.2
搜捕巡查员,11011,Monster_MeleeSoldier,Search Patroller,900011011,1123,60,40,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 近战, 士兵",278447.85,1956.366,1410.0,635.2
搜捕巡查员,11012,Monster_MeleeSoldier,Search Patroller,900011012,1373,60,40,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 强化型, 小体型, 近战, 士兵",340435.35,1956.366,2115.0,635.2
武装巡查员,11021,Monster_RangeSoldier,Armed Patroller,900011021,923,54,40,0.5,360,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 远程, 士兵",228857.85,1760.7294,846.0,635.2
武装巡查员,11022,Monster_RangeSoldier,Armed Patroller,900011022,1073,54,40,0.5,540,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 强化型, 小体型, 远程, 士兵",266050.35,1760.7294,1269.0,635.2
防暴巡查员,11031,Monster_HeavySoldier,Riot Patroller,900011031,1123,60,46,0.5,600,True,0.0,0.0,0.1538,6.501951,0.25,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 重型, 士兵",278447.85,1956.366,1410.0,730.48
防暴巡查员,11032,Monster_HeavySoldier,Riot Patroller,900011032,1373,60,46,0.5,900,True,0.0,0.0,0.1538,6.501951,0.25,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 强化型, 小体型, 重型, 士兵",340435.35,1956.366,2115.0,730.48
自律辅助单位·「清扫者」,11041,Monster_LAAndroid,Autonomous Support Unit - Sweeper,900011041,6759,84,54,0.5,3335,True,0.0,0.0,0.1,10.0,0.5,2,3,0.5,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 非强化型, 中体型, 警察",1675894.05,2738.9124,7837.25,857.52
自律辅助单位·「清扫者」,11044,Monster_LAAndroid,Autonomous Support Unit - Sweeper,900011044,7001,96,54,0.5,3783,True,0.0,0.0,0.1,10.0,0.5,2,5,0.5,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 强化型, 中体型, 警察",1735897.95,3130.1856,8890.05,857.52
非法辅助单位·「怒汉」,11045,Monster_RagingGuy,Illegal Support Unit - Enraged Sweeper,900011045,7001,96,54,0.5,3783,True,0.0,0.0,0.1,10.0,0.5,2,5,0.5,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 强化型, 中体型, 暴徒",1735897.95,3130.1856,8890.05,857.52
非法辅助单位·「怒汉」,11046,Monster_RagingGuy,Illegal Support Unit - Enraged Sweeper,900011046,6759,84,54,0.5,3335,True,0.0,0.0,0.1,10.0,0.5,2,3,0.5,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 非强化型, 中体型, 暴徒",1675894.05,2738.9124,7837.25,857.52
自律辅助单位·「卫士Ⅱ型」,11051,Monster_Guardian,Autonomous Support Unit - Guardian MK II,900011051,8417,92,54,0.5,4161,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 非强化型, 大体型, 黑色",2086995.15,2999.7612,9778.35,857.52
自律辅助单位·「卫士Ⅱ型」,11052,Monster_Guardian,Autonomous Support Unit - Guardian MK II,900011052,8736,106,54,0.5,4753,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 强化型, 大体型, 黑色",2166091.2,3456.2466,11169.55,857.52
自律辅助单位·「卫士Ⅱ型」,11054,Monster_Guardian,Autonomous Support Unit - Guardian MK II,900011054,8417,92,54,0.5,4161,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 非强化型, 大体型, 已废弃",2086995.15,2999.7612,9778.35,857.52
自律辅助单位·「卫士Ⅱ型」,11056,Monster_Guardian,Autonomous Support Unit - Guardian MK II,900011056,8417,92,54,0.5,4161,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 非强化型, 大体型, 已废弃",2086995.15,2999.7612,9778.35,857.52
自律强袭单位·「卫士Ⅲ型」,11057,Monster_GuardianMech,Autonomous Assault Unit - Guardian MK III,900011057,17218,120,60,0.5,5991,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,30001,30002,30013,30004,30005,0.0,5.0,100,"机械, 大体型, 首领",4269203.1,3912.732,14078.85,952.8
自律辅助单位·「卫士」,11058,Monster_GuardianCam,Autonomous Support Unit - Guardian,900011058,8417,92,54,0.5,4161,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,20001,20012,20003,20004,20005,0.0,3.0,75,"机械, 非强化型, 大体型, 防卫军",2086995.15,2999.7612,9778.35,857.52
自律辅助单位·「卫士」,11059,Monster_GuardianCam,Autonomous Support Unit - Guardian,900011059,8736,106,54,0.5,4753,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,20001,20012,20003,20004,20005,0.0,3.0,75,"机械, 强化型, 大体型, 防卫军",2166091.2,3456.2466,11169.55,857.52
自律战术单位·「提丰·重击者型」,11061,Monster_MetalGorilla,Autonomous Tactical Unit - Typhon Slugger,900011061,16778,132,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,30001,30002,30013,30004,30005,0.0,5.0,100,"机械, 大体型, 黑色, 首领",4160105.1,4304.0052,13026.05,952.8
自律战术单位·「提丰·重击者型」,11062,Monster_MetalGorilla,Autonomous Tactical Unit - Typhon Slugger,900011062,16778,132,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,30001,30002,30013,30004,30005,0.0,5.0,100,"机械, 大体型, 黑色, 首领",4160105.1,4304.0052,13026.05,952.8
自律战术单位·「提丰·挑战者型」,11063,Monster_MetalGorillaCam,Autonomous Tactical Unit - Typhon Challenger,900011063,16778,132,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,30001,30012,30003,30004,30005,0.0,5.0,100,"机械, 大体型, 防卫军, 首领",4160105.1,4304.0052,13026.05,952.8
自律战术单位·「提丰·挑战者型」,11064,Monster_MetalGorillaCam,Autonomous Tactical Unit - Typhon Challenger,900011064,16778,132,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,30001,30012,30003,30004,30005,0.0,5.0,100,"机械, 大体型, 防卫军, 首领",4160105.1,4304.0052,13026.05,952.8
雷蛛,11083,Monster_SpiderGrey,Blastcrawler,900011083,462,44,43,0.5,180,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 非强化型, 小体型, 灰色",114552.9,1434.6684,423.0,682.84
雷蛛,11084,Monster_SpiderGrey,Blastcrawler,900011084,537,44,43,0.5,270,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 强化型, 小体型, 灰色",133149.15,1434.6684,634.5,682.84
雷蛛·蓄能型,11085,Monster_SpiderRed,Blastcrawler - Energized,900011085,462,44,43,0.5,180,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 非强化型, 小体型, 红色",114552.9,1434.6684,423.0,682.84
雷蛛·蓄能型,11086,Monster_SpiderRed,Blastcrawler - Energized,900011086,537,44,43,0.5,270,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 强化型, 小体型, 红色",133149.15,1434.6684,634.5,682.84
提尔锋,11096,Monster_ClaymoreGrey,Tyrfing,900011096,1123,66,36,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 非强化型, 小体型, 灰色",278447.85,2152.0026,1410.0,571.68
提尔锋,11097,Monster_ClaymoreGrey,Tyrfing,900011097,1373,66,36,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 强化型, 小体型, 灰色",340435.35,2152.0026,2115.0,571.68
提尔锋·蓄能型,11098,Monster_ClaymoreRed,Tyrfing - Energized,900011098,1123,66,36,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 非强化型, 小体型, 红色",278447.85,2152.0026,1410.0,571.68
提尔锋·蓄能型,11099,Monster_ClaymoreRed,Tyrfing - Energized,900011099,1373,66,36,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 强化型, 小体型, 红色",340435.35,2152.0026,2115.0,571.68
阿佩卡,11103,Monster_CyclopsGrey,Alpeca,900011103,1123,54,36,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 非强化型, 小体型, 灰色",278447.85,1760.7294,1410.0,571.68
阿佩卡,11104,Monster_CyclopsGrey,Alpeca,900011104,1373,54,36,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 强化型, 小体型, 灰色",340435.35,1760.7294,2115.0,571.68
阿佩卡·蓄能型,11105,Monster_CyclopsRed,Alpeca - Energized,900011105,1123,54,36,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 非强化型, 小体型, 红色",278447.85,1760.7294,1410.0,571.68
阿佩卡·蓄能型,11106,Monster_CyclopsRed,Alpeca - Energized,900011106,1373,54,36,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 强化型, 小体型, 红色",340435.35,1760.7294,2115.0,571.68
法布提,11114,Monster_GiantGrey,Farbauti,900011114,8417,92,54,0.5,4161,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 大体型, 灰色, 特殊死亡效果, 中级死亡效果",2086995.15,2999.7612,9778.35,857.52
法布提,11115,Monster_GiantGrey,Farbauti,900011115,8736,106,54,0.5,4753,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 大体型, 灰色, 特殊死亡效果, 中级死亡效果",2166091.2,3456.2466,11169.55,857.52
法布提·蓄能型,11116,Monster_GiantRed,Farbauti - Energized,900011116,8417,92,54,0.5,4161,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 非强化型, 大体型, 红色, 特殊死亡效果, 中级死亡效果",2086995.15,2999.7612,9778.35,857.52
法布提·蓄能型,11117,Monster_GiantRed,Farbauti - Energized,900011117,8736,106,54,0.5,4753,True,0.0,0.0,0.0769,13.0039,0.5,2,5,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 强化型, 大体型, 红色, 特殊死亡效果, 中级死亡效果",2166091.2,3456.2466,11169.55,857.52
哈提,11123,Monster_HatiGrey,Hati,900011123,5890,92,54,0.5,2168,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 中体型, 灰色, 非装甲",1460425.5,2999.7612,5094.8,857.52
